id,level1,level2,level3,level4,testscripts,processflow
N1229,Enterprise Asset Management,General Maintenance Process,Goods Movement Process,Goods Issue to Order (Internal Material),,
N1230,Enterprise Asset Management,General Maintenance Process,Procurement process,Create Service entry sheet (External Service),,
N1231,Enterprise Asset Management,General Maintenance Process,Procurement process,Accept service entry sheet (External Service),,
N1232,Enterprise Asset Management,General Maintenance Process,General Work Order - Time Confirmation,Post Labour Time Confirmation (Internal Labour) through CATS,,
N1233,Enterprise Asset Management,General Maintenance Process,Notification Process,"Enter technical data in notification (Object part, Failure, Cause code, Activity Code)",,
N1234,Enterprise Asset Management,General Maintenance Process,Notification Process,Complete Notification,,
N1235,Enterprise Asset Management,General Maintenance Process,General Work Order - Technical Completion,Technical Completion of Order,,
N1236,Enterprise Asset Management,General Maintenance Process,General Work Order - Settlement,Order settlement,,
N1237,Enterprise Asset Management,General Maintenance Process,General Work Order - Completion,Business Completion,,
N1238,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create Material Number,,
N1239,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create/Release Purchase Requisition,,
N1240,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create/Release Purchase order,,
N1241,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Good Receipt,,
N1242,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create New Equipment,,
N1243,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create Asset,,
N1244,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Maintain Asset Field in Equipment Master Data,,
N1245,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Maintain Equipment Field in Asset Master Data,,
N1246,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create Document and Attach in Equipment master,,
N1247,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create Measuring Point for Equipment,,
N1248,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create Class and assign Characteristics,,
N1249,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Assign the Class to Equipment and maintain characteristics data,,
N1250,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create General Task List,,
N1251,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create Maintenance Plan for Equipment and Assign the task list,,
N1252,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase IN,Create Equipment Bill of Material (BoM),,
N1253,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase out,"Review unused Assets, identify the assets for write off/arrange for tagging",,
N1254,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase out,"Update ""Scrapped"" status in Equipment",,
N1255,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase out,Close all open Notifications for the Equipment,,
N1256,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase out,Close all open Maintenance Orders for the Equipment,,
N1257,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase out,Deactivate Maintenance Plans,,
N1258,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase out,Deactivate Measuring Point (Inspection point),,
N1259,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase out,Dismantle the Equipment from technical Hierarchy,,
N1260,Enterprise Asset Management,Equipment Phase In/Phase Out Process,Equipment Phase out,"Set the Deletion flag in ""Equipment Master""",,
N1261,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Counter Creation,Create Counter with Annual estimate,,
N1262,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Measurement Document update,Create Measurement document for Counter,,
N1263,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Maintenance Strategy,Create Maintenance Strategy (Unit Measure should be align with Counter),,
N1264,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Task List Master,Create Maintenance Task List ,,
N1265,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Task List Master,Assign Maintenance package to the TL operations,,
N1266,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Maintenance Plan - Create,Create Maintenance Plan,,
N1267,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Maintenance Plan - Schedule,Schedule Maintenance Plan,,
N1268,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Performance Based Maint. Order - Creation,Performance Based Maintenance order creation (using batch job),,
N1269,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Preventive Maintenance Due List - Report,Report for generated preventive Maintenance Orders,,
N1270,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Performance Based Maintenance Order - Execution,Planning of Resources (Material / Tools / Manpower / Services),,
N1271,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Performance Based Maintenance Order - Execution,Maintenance Order Resource Scheduling,,
N1272,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Performance Based Maintenance Order - Execution,Change Maintenance Order - Release the Order for execution ,,
N1273,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Procurement Process,Purchase Order process (PR from Order),,
N1274,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Goods Movement Process,Goods Issue to Order (Internal Material),,
N1275,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Procurement Process,Create Service entry sheet (External Service),,
N1276,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Procurement Process,Accept service entry sheet (External Service),,
N1277,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Performance Based Maintenance Order - Time Confirmation,Post Labour Time Confirmation (Internal Labour) through CATS,,
N1278,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Performance Based Maintenance Order - Completion,Technical Completion of Order,,
N1279,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Performance Based Maintenance Order - Settlement,Order Settlement,,
N1280,Enterprise Asset Management,Performance Based Preventive Maintenance Process,Performance Based Maintenance Order - Business Completion,Business Completion,,
N1281,Enterprise Asset Management,Time Based Preventive Maintenance Process,Maintenance Strategy,Create Maintenance Strategy ,,
N1282,Enterprise Asset Management,Time Based Preventive Maintenance Process,Task List Master,Create Maintenance Task List ,,
N1283,Enterprise Asset Management,Time Based Preventive Maintenance Process,Task List Master,Assign Maintenance package to the TL operations,,
N1284,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Plan - Create,Create Maintenance Plan,,
N1285,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Plan - Schedule,Schedule Maintenance Plan,,
N1286,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Plan - Auto Schedule,Preventive Maintenance order creation (using batch job),,
N1287,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Due List - Report,Report for generated preventive Maintenance Orders,,
N1288,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Order - Execution,Planning of Resources (Material / Tools / Manpower / Services),,
N1289,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Order - Execution,Maintenance Order Resource Scheduling,,
N1290,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Order - Execution,Change Maintenance Order - Release the Order for execution ,,
N1291,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Order - Execution,Purchase Order process (PR from Order),,
N1292,Enterprise Asset Management,Time Based Preventive Maintenance Process,Goods Movement Process,Goods Issue to Order (Internal Material),,
N1293,Enterprise Asset Management,Time Based Preventive Maintenance Process,Procurement Process,Create Service entry sheet (External Service),,
N1294,Enterprise Asset Management,Time Based Preventive Maintenance Process,Procurement Process,Accept service entry sheet (External Service),,
N1295,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Order - Time Confirmation,Post Labour Time Confirmation (Internal Labour) through CATS,,
N1296,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Order - Completion,Technical Completion of Order,,
N1297,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Order - Settlement,Order Settlement,,
N1298,Enterprise Asset Management,Time Based Preventive Maintenance Process,Preventive Maintenance Order - Business Completion,Business Completion,,
N1299,Idea to Launch,Manage Innovation or R and D,Campaign Management,Manage Ideation Campaigns,,
N1300,Idea to Launch,Manage Innovation or R and D,Manage Technology Research,"Collect, Evaluate, & Rank Ideas",,
N1301,Idea to Launch,Manage Innovation or R and D,Manage Technology Research,Execute on Ideas,,
N1302,Idea to Launch,Manage Innovation or R and D,Reporting,Create Executive summary,,
N1303,Idea to Launch,Manage Innovation or R and D,Reporting,Providing Recommendations,,
N1304,Idea to Launch,Manage Innovation or R and D,Reporting, Idea screening:,,
N1305,Idea to Launch,Manage New Product Development,Manage Manufacturing Engineering,Create routing and operation design,,
N1306,Idea to Launch,Manage New Product Development,Manage Manufacturing Engineering,Allocate Components,,
N1307,Idea to Launch,Manage New Product Development,Manage Manufacturing Engineering,Syncronize BoM,,
N1308,Idea to Launch,Manage Innovation or R and D,Object link to SAP PPM,Create linkage to Project,,
N1309,Idea to Launch,Manage Concept Development,Develop Business Case,"High-Level Product Structuring
(Functional, Logical, Physical)",,
N1310,Idea to Launch,Portfolio and Project Management,Project Planning,(Early) Product Costing,,
N1311,Idea to Launch,Portfolio and Project Management,Project Planning,Identify all stakeholders.,,
N1312,Idea to Launch,Portfolio and Project Management,Project Planning,Define roles and responsibilities,,
N1313,Idea to Launch,Portfolio and Project Management,Project Planning,Hold a kickoff meeting,,
N1314,Idea to Launch,Portfolio and Project Management,Project Planning,"Define project scope, budget, 
and timeline",,
N1315,Idea to Launch,Portfolio and Project Management,Project Planning,Set and prioritize goals,,
N1316,Idea to Launch,Portfolio and Project Management,Project Planning,Define deliverables,,
N1317,Idea to Launch,Portfolio and Project Management,Project Planning,Create a project schedule,,
N1318,Idea to Launch,Portfolio and Project Management,Project Execution,Develop team,,
N1319,Idea to Launch,Portfolio and Project Management,Project Execution,Assign resources,,
N1320,Idea to Launch,Portfolio and Project Management,Project Execution,Execute project management plans,,
N1321,Idea to Launch,Portfolio and Project Management,Project Execution,Procurement management if needed,,
N1322,Idea to Launch,Portfolio and Project Management,Project Execution,"PM directs and manages 
project execution",,
N1323,Idea to Launch,Portfolio and Project Management,Project Execution,Set up tracking systems,,
N1324,Idea to Launch,Portfolio and Project Management,Project Execution,Task assignments are executed,,
N1325,Idea to Launch,Portfolio and Project Management,Project Execution,Status meetings,,
N1326,Idea to Launch,Manage New Product Development,Manage Collaborative Product Design or Engineering,Create Proj Deifinition,,
N1327,Idea to Launch,Manage New Product Development,Manage Collaborative Product Design or Engineering,Create Design ,,
N1328,Idea to Launch,Manage New Product Development,Manage Collaborative Product Design or Engineering," Reviews, redlining, 
distribution lists",,
N1329,Idea to Launch,Manage New Product Development,Manage Collaborative Product Design or Engineering,MCAD & ECAD data management,,
N1330,Idea to Launch,Manage New Product Development,Manage Collaborative Product Design or Engineering,Design Approval,,
N1331,Idea to Launch,Manage New Product Development,Manage Collaborative Product Design or Engineering,Design collaboration,,
N1332,Idea to Launch,Manage Product data,Manage Collaborative Product Design or Engineering,"Material Master data 
synchronization",,
N1333,Idea to Launch,Manage Product data,Manage Collaborative Product Design or Engineering,e-BoM creation,,
N1334,Idea to Launch,Manage Product data,Manage Collaborative Product Design or Engineering,Part numbering & management,,
N1335,Idea to Launch,Manage New Product Development,Manage Product Prototyping,Create digital mockup,,
N1336,Idea to Launch,Manage New Product Development,Manage Product Prototyping,Check Software compatibility,,
N1337,Idea to Launch,Manage New Product Development,Manage Product Prototyping,Procure/ Build Prototypes,,
N1338,Idea to Launch,Manage New Product Development,Manage Product Prototyping,Compliance check,,
N1339,Idea to Launch,Manage New Product Development,Manage Product Prototyping,Manage product release,,
N1340,Idea to Launch,Manage New Product Development,Manage Requirements,"Consolidate the requirements 
from available sources ",,
N1341,Idea to Launch,Manage New Product Development,Manage Requirements,"Validate product features 
with requirements",,
N1342,Idea to Launch,Manage New Product Development,Manage Requirements,Track requirements,,
N1343,Idea to Launch,Manage New Product Development,Manage Product Cost and Margin,"Create preliminary initial cost 
estimate",,
N1344,Idea to Launch,Manage New Product Development,Manage Product Cost and Margin,Create quotation costing,,
N1345,Idea to Launch,Manage New Product Development,Manage Product Cost and Margin,Create final Product costing,,
N1346,Idea to Launch,Manage New Product Development,Manage Product Quality or Product Testing,Create test plan,,
N1347,Idea to Launch,Manage New Product Development,Manage Product Quality or Product Testing,"Validate product features 
with requirements",,
N1348,Idea to Launch,Manage New Product Development,Manage Product Quality or Product Testing,Manage defects,,
N1349,Idea to Launch,Product Change Management,Manage Product Improvement or Enhancement,Create change request,,
N1350,Idea to Launch,Product Change Management,Manage Product Improvement or Enhancement,Analyze impact,,
N1351,Idea to Launch,Product Change Management,Manage Product Improvement or Enhancement,Change request review and approval,,
N1352,Idea to Launch,Product Change Management,Manage Product Improvement or Enhancement,Implement change,,
N1353,Idea to Launch,Product Change Management,Manage Product Improvement or Enhancement,Communicate the change,,
N1354,Idea to Launch,Manage Product data,Document Management,Create Documents,,
N1355,Idea to Launch,Manage Product data,Document Management,"Creation of Drawings, Specs, 
Data sheets, Materials & BoMs",,
N1356,Idea to Launch,Manage Product data,Document Management,Link Documents,,
N1357,Idea to Launch,Manage Product data,Document Management,Management Document Statuses,,
N1358,Idea to Launch,Manage Product data,Document Management,Change and Release,,
N1359,Idea to Launch,Manage Product data,Document Management,Create class and Characteristics,,
N1360,Idea to Launch,Manage Product data,Document Management,Create Document structure,,
N1361,Idea to Launch,Manage Product data,Document Management,Archive Documents,,
